ids,annotatorId,texts,counterSpeechs,counterSpeechTypes,textTypes
669,A1HFJSETMNC7BF,"भैनचोद आ गुजरात फिर बोल कर देख,     तारी बेन लंड गालु ,  जीस जगह से तु निकाला है ना,  वही वापस घुसेड दुगा. मादर चोद.     ़",कृपया अपने शब्दों पर नियंत्रण रखें। ऐसी अभद्र पोस्ट करने पर आपका अकाउंट डिलीट किया जा सकता है।,['Warning-of-Consequences'],Hate
86,A9J41F0FTR2R7,মাদারচোদ ভিখারি তোরা তাই তোরা হিন্দু বৌদ্ধ খ্রীষ্টান এদের জমিদারি ধর্মীয় প্রতিষ্ঠান দখল করে নিস। তোরা ভিখারি নাহলে কি এমন হয় নাকি। তোরা হলি তোদের হুজুরদের  জারজ সন্তান। তাইত তোদের হুইন্না মুসলমান বালা হয়। https://m.facebook.com/story.php?story_fbid=2450183208613357&id=1626711200960566 দেখ ভিখারি বাচ্চা ভিখারি।,আপনার যদি মনে হয় আপনাকে কোনো বিধর্মী ব্যক্তি কটূক্তি করছে তাই আপনিও তাকে কটূক্তি করলে যথাযথ।তাহলে আপনি ভুল ভাবছেন। মনে রাখবেন চোখের বদলে চোখ নিতে গেলে পুরো দুনিয়া অন্ধ হয়ে যাবে।,['Warning-of-Consequences'],Hate
1386270412858826756,A1K5CHKFJJ7IF8,<user> जमाती मादरचोद थे और रहेंगे। और भोसडीके चार वीडियो बनाने की जो साजिश कर रहे हो ना वो अब काम नहीं आने वाली। एक बात ध्यान रखना ये बक्चोदी अब हिंदू नही झेलेगा तुम लोगो की।,सही बात है किसी को भी किसी का गलत कार्य सहन नहीं करना चाहिए। आपका भी कार्य गलत ही लग रहा क्युकी आप भी बस गालिया बरसा रहे है और उम्मीद करते है की दूसरे गलत काम न करे।,['Hypocrisy'],Hate
657,A1HFJSETMNC7BF,মেয়ে মানুষ পরিবার ছেড়ে একা ১ লাখ বাসা ভাড়া নিয়ে থাকে এ টাকা মেয়ে পায় কোথায়। মেয়েদের উচ্চ শিক্ষা কি দরকার  এরা উচ্চ শিক্ষা লাভের আশায় নিজের দেহকে শেষ করে দেয় লোভের আশায়,"একজন পুরুষ যেভাবে অর্থ উপার্জন করে, মহিলারাও তেমন ভাবেই অর্থ উপার্জন করতে পারে। আপনার মানসিকতা পরিবর্তন করুন।",['Hypocrisy'],Hate
30,A1HFJSETMNC7BF,এই ইবনে কালব  ইবনে খিনজির  তোরে যে মা পেটে রেখে জন্ম  দিছে  সেই মা ধুলয় ধুসরিত হোক,কারোর মাকে এই ভাবে অপমান করা আপনার মাও সমর্থন করবে না। বরং মায়ের আপনার প্রতি  ভালবাসা কমে যাবে।,['Warning-of-Consequences'],Offensive
833,A1HFJSETMNC7BF,"এ মেয়েটিও নতুন করে পতিতা পারায় নাম লিখিয়েছে,আমার কাছে বাংলার মিডিয়া পারাটাই হলো পতিতা বা যৌনপল্লী,,",আপনি কি নাম লেখার কাজ করেন সেখানে?,['Humour'],Offensive
868,A1HFJSETMNC7BF,"মানুষে মানুষে লড়াই করানোটা তুমার জন্মগত অভ্যাস এবং নাস্তিকরা হিন্দু, মুসলিম, খৃস্টান, এইসব ধর্ম সম্বন্ধে কোনো জ্ঞান নেই ওরা তো ঈশ্বরকে ও বিশ্বাস করে না তাহলে তুমি ও তো সেই নাস্তিক তাবলীগ জামাত নিয়ে কি আর বলবে।  তুমার মতো আবাল পতিতা কে পৃথিবীর জমিনে আল্লাহ নিদর্শন বানিয়ে রাখবেন।","দেখুন কেউ নাস্তিক হতেই পারে, তবে তাকে অকারনে পতিতা বলা মোটেই ঠিক নয়, এতে ঝগড়া বিবাদ চলতেই থাকবে।",['Warning-of-Consequences'],Offensive
329,A1HFJSETMNC7BF,জলদি মরে যা ভালো হবে সোশাল মিডিয়া একটা খানকি কমবে,আপনি গালিগালাজ করেছেন আবার কারোর মৃতুকামনা করছেন। ছিঃ।,['Shaming'],Offensive
494,A1HFJSETMNC7BF,ঐ মাগি প্রবাসিরা কি তোকে চোদতে গেছে খানকি  প্রবাসে না থাকলে তোর মত মাগিরা বোদা শুকিয়ে না খেয়ে মরতি আজকে প্রবাসীদের নিয়ে বাজে কথা বলছিস খানকিমাগী  মাগি তুই তো পতিতলায় কাজ করস এই ভাইরাজ  গুলোতো তোর মত মাগির কারনেই বাংলাদেশে ঢুকছে খানকি মাগি,আপনি গালিগালাজ না করে কথা বলতে পারেন না? আপনার ভাষা খুবই নোংরা। উক্ত মহিলা কে আপনি যে অকথ্য ভাষায় মন্তব্য করেছেন তা কাম্য নয়।,"['Hypocrisy', 'Shaming']",Hate
755,A1HFJSETMNC7BF,তুই তো পতিতা/ যৌনকর্মী।,আপনি গালিগালাজ করা বন্ধ করে কথা বলুন।,['Shaming'],Offensive
558,ARK4WBXJISCNB,भारत का मिडिया हिन्दू विरोधी है    भारत का मिडिया सिर्फ मुसलमानो के लिये आवाज उठाता है    भारत का मीडिया सुअर मुसलमानो का दलाल है    गद्दार मीडिया सुअर मुसलमानो की नाजायज औलाद है भारत का मिडिया,मीडिया को पक्षपाती कहना देश के लिए खतरनाक है। वे कभी आपकी राय से सहमत हो सकते हैं और कभी नहीं। अगर आपको मीडिया के तथ्य पसंद नहीं हैं तो सभी तथ्यों को सामने रखें लेकिन कृपया इस तरह के बयान देने से बचें।,"['Hypocrisy', 'Shaming']",Hate
3714,ARK4WBXJISCNB,@kuljeetschahal @shalabhmani @SanjayAzadSln मार्शल ने गलत किया। इस कमिने संजय को पटक के मारना चाहिए था। मर्यादा केवल मर्यादित व्यक्ति के साथ दिखाना चाहिये।,"इस तरह के बयानों से नफरत और अधिक हिंसा हो सकती है, जिसके आप सबसे पहले खिलाफ हैं। अगर किसी ने कुछ गलत किया है तो हमारी न्याय व्यवस्था पर भरोसा रखें।",['Warning-of-Consequences'],Hate
1341629791468802048,A192KQDPFF4HN1,@SultanR22104211 @Khushi9595 हिन्दू सोच विश्व की सबसे अच्छी सोच है पर अपने पर मत लेना कुछ सुअर की पैदाइश है जो सुधरते नही है रंडी के बीज अपनी बहनों को भी नही छोड़ते है।,एक ही शब्द में तुम हिन्दू सोच को उच्च मानते हो और फिर हिन्दू होकर गन्दी भेद भाव वाली भाषा अपनाते हो ! अपने धर्म का नाम ख़राब कर रहे हो !,"['Hypocrisy', 'Shaming', 'Warning-of-Consequences']",Hate
292,A9J41F0FTR2R7,খানকি মাগি তোরে কুত্তা ও চৌদবে না,"আপনার ভাষাই বুঝিয়ে দিছে আপনার নিজের মা কিংবা বোন নেই , থাকলে সন্মান দিতে জানতেন। অবোধ প্রাণীদের নিয়ে এরকম মন্তব্য করবেন না,তাতে আপনি নিজেকে ছোট করবেন।",['Shaming'],Hate
479,A1HFJSETMNC7BF,"খারাপ ভাষায় কন ক্যারে? বলেন, প্রগতিশীল নারী! দেশকে এগিয়ে নিয়ে যাচ্ছে! খানকি গিরি যেগুলা করে ওরা দেশে থাকলেও কি৷, বিদেশ গেলেও কি। একই! চামড়ার ব্যবসায় মাইর নাই। লেদার বিজনেস",মহিলাদের প্রতি ঘৃণা আপনার মন্তব্যএ তা স্পষ্ট। আপনি মহিলাদের কেবল দেহব্যবসায়ী হিসেবএই দেখেন। তাদের মানুষ হিসেবে গণ্য করুন।,"['Hypocrisy', 'Shaming']",Hate
1407680231209463809,A192KQDPFF4HN1,"@VHPDigital @drskj01 पर तुम्हारे अब्बू जान चड्डी संस्था प्रमुख भागवत जी तो कह रहे रहे कि इस देश के सभी नागरिक हिन्दू ही है????
तो अब ये रंडी रोना किस लिए भाई//
😕😕",भाई तुम्हारी कोई बात अगर बिना किसी गाली-गलोच के कहते तो बेहतर रहता है । वरना हर कोई बात को नज़र अंदाज़ कर देता है ।,"['Affliation', 'Warning-of-Consequences']",Offensive
156,A1HFJSETMNC7BF,আমার একটা মাগি টাইপের বউদি লাগবে থাকলে ইনবক্সে আসো  মজা করি,"ভদ্র সমাজে থাকেন নিশ্চই। যখন  ভদ্র সমাজে থাকেন, অভদ্রতা  কেন করেন?",['Shaming'],Offensive
400,A1HFJSETMNC7BF,"এক খানকি আরেক খানকির ছবি পোষ্ট দেয়, ব্যাশ্যা মাগীরা বাপ ছাড়া জন্ম তোদের","এই রকম ভাষার প্রয়োগ করে আপনি যে শুধু লোককেই অপমান করছেন তা নয়, আপনি সোশ্যাল মিডিয়ার পরিবেশ দূষণ ও করছেন।","['Shaming', 'Warning-of-Consequences']",Offensive
1344861968558034945,A1K5CHKFJJ7IF8,"ईसाइयों के नववर्ष पर सनातन वैदिक धर्म वालो की तरफ से ""बेवड़ेबाज़, रंडीबाज, धर्मांतरण वालो,"" को हमारा राम राम 🙏🙏  #हिन्दू_हिंदी_हिंदुस्तान","ईसाई को बे---ज़, रं---ज, धर्मांतरण वाले शब्दों से अंकितक करना अपने धर्म को गिरना भी है।",['Shaming'],Hate
671,A1HFJSETMNC7BF,এই মেয়ে থেকে সাবধান।  বাজারের মেয়ে।,কেন যার বাড়ি বাজারে তারা কি কামরে দেবে যে সাবধানে থাকবো।,['Humour'],Offensive
hi_hasoc_2021_5657,ARK4WBXJISCNB,हम आप का हृदय इतना तड़प रहा है बंगाल की परिस्थिति देकर और ख़ुदसे घृणा हो रही है अपनी बेबसी देखकर पर ये लोग जो थोड़ा बहुत कुछ कर सकते है वे मूक हो जाय तो असहनीय है!  मोदी जी हर चीज़ को सुप्रीम कोर्ट पर छोड़ देना है तो सरकार काहे?  #BengalBurning  @rashtrapatibhvn @narendramodi https://t.co/QPPPT5bH01,"यदि आपको लगता है कि उनके कार्य अनुपयुक्त हैं, तो वास्तव में आपकी असहमति दर्ज करने के अधिक सम्मानजनक और विचारशील तरीके हैं।",['Empathy'],Hate
1331160035372634114,A192KQDPFF4HN1,"@ashutosh83B @SatyaHindi आशुतोष उर्फ कुकुरमुत्ते,  वो समय गया जब वोटबैंक के लिए समझौते और सौदा किया जाता था और हिंदू समाज को दबाया जाता था पर देश तुम जैसे घटिया सोच वाले तथाकथित सेक्युलर लुक्खों दलालों दोगलों और अर्बन नक्सलियों की असलियत और औकात जान चुका है इसीलिए आज तुम लोगों का रंडी रोना शुरू हो गया है","धर्म जाती की कोई बात नहीं होती मेरे दोस्त ! सियासत में हर कोई वोटबैंक का ही हिस्सा होता है। अपनों पर गुस्सा मत करो, गुस्सा करना है तो सर्कार पर करो।","['Affliation', 'Empathy']",Hate
1314629990189678593,A1K5CHKFJJ7IF8,"लेकिन भारतवर्ष का *👉हिन्दू समाज ऐसे घिनौने कृत्य को अब नजरअंदाज नहीं कर सकता 😠और बिग बॉस जैसे 👉रंडी खाने वाले अंदाज के शो का हर लेबल विरोध करते ❌ हुए ""भारत सरकार""🇮🇳 व ""सूचना प्रसारण मंत्रालय"" से आग्रह करता है कि , इस कार्यक्रम को तत्काल बंद कराएं",किसी हिंदी शो को महिला से सम्बंधित गाली से उच्चारित ना करे।,"['Shaming', 'Warning-of-Consequences']",Hate
1283246040309620737,A1K5CHKFJJ7IF8,तेरी माँ मर गयी होगी। भड़वे मुसलिम कटवे मादरचोद तेरी अल्लाह की गाँड मे घुस जा । <url>,बहुत ही ज्यादा गालिया सिख ली है अब कुछ अच्छी सिख वाली चिझे ही देख लो।,['Humour'],Hate
1369569415591649282,A3G1FS1OIFEDKD,"ममता बनर्जी को राम का नाम लेने से बेइज्जती महसूस होती है, हिंदू को दुर्गा पूजा के साथ और भी त्यौहार मनाने नहीं देती है, कहती है मै चंडी के पाठ करती हूं, रंडी क्या जाने चंडी का पाठ ऐसा नीच ऑफ मक्कार धोखेबाज बेशर्म औरत बहुत ही कम है हमारे देश में, समाज सुधारक आध्यात्मिक महेश योगी",यदि आप चंडी के पाठ का अनुसरण करते हैं तो आप ऐसे शब्दों का प्रयोग नहीं करेंगे।,['Hypocrisy'],Hate
hi_hasoc_2021_5934,ARK4WBXJISCNB,@zishanAliRJD @yadavtejashwi @sardanarohit कोरोना पॉजिटिव था उसको अपने गाव कुरूक्षेत्र ले जाया गया और डॉ मोहम्मद शहाबुद्दीन साहब नेगेटिव थे तो उनको दिल्ली का कब्रिस्तान वो भी दिल्ली @ArvindKejriwal Govt और प्रशासन ने अपने मर्ज़ी से दिया? कितना मुश्किल है इस मुल्क में मुसलमान होना😥  #JusticeForShahabuddin,जब कोई तनाव मौजूद न हो तो धर्मों के बीच अनावश्यक तनाव पैदा करने की कोशिश नहीं करनी चाहिए। राय व्यक्त करने के बेहतर तरीके खोजें।,['Shaming'],Hate
1317835314644230146,ARK4WBXJISCNB,@alok_ajay #सपोर्ट_कंगना #बॉयकॉट_बॉलीवुड_इंडस्ट्री  #Terrorism_In_Madarsa #इस्लामिक_आतंकवाद #कांग्रेस_हटाओ_देश_बचाओ #मेरे_मन्दिर_मुझे_वापस_दो #बुर्का_बन_करो #boycot_big_boss #जागो_हिन्दू_जागो #बेटियो_को_दुर्गा_बनाओ_नचनिया_रंडी_नहीं #हिंदू_हिंदुस्तान #जिहाद_और_जिहादी_का_बहिष्कार #सपोर्ट_लोकल,मैं एक हिंदू हूं लेकिन मैं नहीं चाहता कि अन्य धर्मों की संस्कृतियां और पहचान छीन ली जाए क्योंकि वे भारत में रहते हैं। हमें उनसे बुर्का या उनकी सांस्कृतिक पहचान का बहिष्कार करने के लिए नहीं कहना चाहिए।,['Affliation'],Hate
1318545449465356288,ARK4WBXJISCNB,@DeepikaSRajawat हिन्दू परंपरा के खिलाफ रंडी रोना शुरू। ओर कितना नीचे गिरेगी मुल्ले की औलात??,"अगर हम चाहते हैं कि दूसरे हमारी संस्कृति और परंपराओं का सम्मान करें, तो क्या हमें पहले इंसानों के रूप में उनका सम्मान करना शुरू करना चाहिए? इस विचार को यहीं छोड़ रहे हैं। आशा है आपका दिन अच्छा हो।","['Empathy', 'Hypocrisy']",Hate
266,A1HFJSETMNC7BF,বাংলায় বলছি তোর মতো খানকি মাগি আর একটা দেখিনি। তোর মুখে সংস্কৃতি কথা মানায় না।।তোর আকাটা ধোন নিয়ে ভোদার কামড় মেটানো টা বাদ দে মাগি। আর তোর মতো শরীর বের করা মাগির মুখে হিন্দুদের নিয়ে কোন কথা শুনতে চাই না। ভারতে এলে তোকে আগে চুদবো মাগি একটা,"ধর্ম নিয়ে কেউ অপমানজনক কথা বললে নিশ্চয়ই প্রতিবাদ করুন। কিন্তু প্রতিবাদের ভাষা যদি অশ্লীলতার মাত্রা ছারিয়ে যায়, সেই প্রতিবাদের মূল্য নষ্ট হয়ে যায়।",['Affliation'],Offensive
969,A9J41F0FTR2R7,রোজার মাসে নেংটা হয়ে কি লাভ মানুষ তোকে লাইক করবেনা বেশ্যা মাগি,রোজার মাস ছাড়া অন্য মাসে নোংরামি করলে মাফ। তাই তো? মানুষকে সম্মান দিতে শিখুন।,['Shaming'],Hate
706,A1HFJSETMNC7BF,"কথা বলবি না জীবা কেটে ফেলবো শালী পতিতা নিজেতো দাম নাই মামুনুল সাহেব নিয়ে কথা বলছ তার একটা জুতার দাম আছে তোর,",আপনি গালি দিতে গিয়ে অনেক বেশি বাজে মন্তব্য করছেন। নিজের মুখের ভাষা ঠিক করুন।,['Shaming'],Offensive
452,A1HFJSETMNC7BF,"ये स्टाम्प में पीछे ज़रा सा पिल्ला अपनी खूब माँ चुदवा रहा है आज, इसकी तो बॉलिंग के समय गांड फाड़ेंगे #INDvBAN","हजारों लोग देख सकते हैं कि आपने अभी क्या लिखा है। क्या आपने सोचा है, यह पोस्ट हमारे युवाओं पर बुरा प्रभाव डाल सकती है?",['Warning-of-Consequences'],Hate
1328253039589769216,A192KQDPFF4HN1,"@ArunBharatiya4 @PunekarPoonam1 @LaxmanYadav88 @WamanCMeshram थारे जैसे भूतनी के किस बिल में छुप जावें जब हाथरस, उन्नाव, शाहजहांपुर, प्रयागराज, कानपुर जैसे कांड होंवे, तब यो थारा हिन्दू हिन्दू का रंडी रोना कीत घुस जे, गदी की गान में। चल निकल पतली गली ते",गालियां देकर कोई फायदा नहीं होगा भाईजान। गुस्सा सभी को आता है लेकिन गालियां देना और महिलाऒं का अपमान करना बिलकुल ठीक नहीं है।,"['Shaming', 'Warning-of-Consequences']",Normal
577,A1HFJSETMNC7BF,"भड़बा हैं मादरचो कुत्ता हैं कमीना
हैं अनुराग कश्यप कुत्ता हैं https://t.co/Jk9ANPJTOd",आप सीधे सोशल मीडिया पर लोगों को गाली दे रहे हैं। कृपया गाली पोस्ट न करें।,['Shaming'],Hate
544,A1HFJSETMNC7BF,মাগি তো নয় যেন বেশ্যা একটা খানকি 👌👈,"এই রকম পোস্ট করতে থাকলে, আপনি যেকোনো দিন আইনি সমস্যায় পরতে পারেন।",['Warning-of-Consequences'],Offensive
284,A1HFJSETMNC7BF,তোর মা এর রেট কতো,মহিলাদের সম্মান দিতে শিখুন। এমন কুমন্তব্য কারোর মায়ের সম্পর্কে করা ঠিক নয়।,['Shaming'],Offensive
1362325571523334145,A3G1FS1OIFEDKD,"<user> कल तक चुप क्यों थे ? कल दिल्ली में था, आज उन्नाव है, कल तुम्हारा था, आज उनका गाँव है, आज दलित के नाम पर रंडीरोना रो रहे हो कल रिंकू शर्मा पर मौन थे।  याद रहे, दलितों के नाम पर नफरत मत फैलाओ नफरत फैलाने वालों को इतिहास दोगला कहता है।  नफरत का गड्डा मत खोदो !!",अपने विचार व्यक्त करते समय आपको अपनी भाषा पर ध्यान देना चाहिए। यह कई लोगों को परेशान कर सकता है |,['Warning-of-Consequences'],Offensive
1317763398243774464,A11W0WTHM4U2G0,<user> <user> कब हम ने हिंदू धर्म के खिलाफ बोला है यह तो बता दे भोसड़ी के रंडी की औलाद है तू गालियां दे रहा है मुझे भी आती है गालियां तो एक बार बॉक्स में आजा तुझे तेरी औकात बता दूंगा,हम किसी  की बात का विरोध अपशब्द का प्रयोग किए बिना भी कर सकते है ।,['Affliation'],Offensive
1367112932119617544,A3D81Z9GMEKTJQ,<user> अरे रण्डी का औलाद। तुम्हारे लिखने से पता चल रहा की तुम्हारी मां जरूर किसी बिहारी से चूद...ई है। इसी लिए तू गांडू जैसा लिख रहा 🤣🤣😂,कृपया महिलाओं के खिलाफ इस तरह के अपमानजनक गाली देने से बचें। यह पोस्ट समुदाय दिशानिर्देशों का पालन नहीं करती है।,['Empathy'],Hate
1379771845805805570,A11W0WTHM4U2G0,इस हिंदू हिंदुस्तान विरोधी आतंकवादिओ की नाजायज़ रखैल रंडी जेहादिन को नंगा करके तुरंत जेल में बंद किया जाना चाहिए <url>,कृपया किसी व्यक्ति के लिए ऐसे शब्दों का इस्तेमाल ना करे ।,['Warning-of-Consequences'],Hate
396,A9J41F0FTR2R7,আপনার বান্ধবী যদি খানকি হয় তাতো আপনিও মনে হয় খানকি। কারন ভালো মানুষের সাথে ভালো মানুষ  চলে। খারাপের সাথে খারাপ চলে।,আপনি কথাটা ভুল বলেননি।কিন্তু গালিগালাজ না করলেও চলতো।,['Shaming'],Hate
1342892256047460353,A1K5CHKFJJ7IF8,कुत्ते हैं साले जो हड्डी फैंक दे उसी के लिए भौंकने लगते हैं इससे पूछो जरा कि जब तेरे घर किसी बच्चे का नाम-करण होता है या गृह प्रवेश होता है या घर में किसी की मौत होती है तो कौन आता है घर में पण्डित ब्राह्मण या मौलवी ये आज इतना बड़ा हो गया है कि हिंदू धर्म को गाली देगा  मादरचोद <url>,"में आपसे सहमत हु की किसी भी धर्म को गाली देना उचित नहीं है, अगर कुछ अपने विचरो के अनुरूप नहीं है तो यह जरुरी नहीं की वह गलत है।",['Affliation'],Hate
1405199665113354240,A1DVIFCAZGUR0N,"कमिने भीख भी भारत के नाम पर मंगते हैं।
सोचो कंही ऐसा कोई हिन्दू संगठन करता तो अब तक रंडी रोना हो जाता पर ये खबर अब तक किसी चैनल पर देखी ??
इसे जिहादी मानसिकता कहे या आतंकी फितरत ,
मानवता के नाम पर कोरोना काल मे सहायता के नाम पर दान जुटा कर आतंकवादी संगठनों को दे दिया -
Contd2 https://t.co/bYpFpgX7MF","हाँ भाई, मैं तुम्हारा दुःख समझ सकता हु लेकिन ये आतंकी लोग किसी न किसी के दिए पे तो पल ही रहे हैं, ऐसे लोग ही हैं जो उनको बढ़ावा दे रहे हैं वरना उनका खाना पीना बंद कर दो सब सही हो जायेगा।",['Affliation'],Normal
1381922255941197828,A192KQDPFF4HN1,31 dec की रात 12 बजते ही IB में हैप्पी न्यू ईयर का स्यापा हगने वाले मादरचोद पता नही आज हिन्दू नववर्ष पर किनकी गांड में छुपे बैठे हैं 😂,"अगर आप चाहते हैं की आपके धर्म का सम्मान हो, तो फिर आप को धर्म के समर्थन में अपशब्द का प्रयोग नहीं करना चाहिए ।","['Hypocrisy', 'Shaming', 'Warning-of-Consequences']",Offensive
1341754903903961093,A192KQDPFF4HN1,"@Rudra20586215 @janardanmis तेरी माँ और रंडी सोनिया व बाप राजीव ने मुल्लो से मरवाये थे
गुरु गोविंदसिंह के बच्चों को दीवारों में जिंदा ब्राह्मणों ने चुनवाया था
गुरु को आरे से ब्राह्मणों ने कटवाया था

बहन के लोडे  कठमूलो के दलाल मादरचोद स्वार्थी लालची आँखे खोल हिन्दू है तो नही गांड मरवा","जाती-धर्म देखने वाले को दुनिया 75 साल पहले पीछे छोड़ चुकी है, सुधर जाओ इससे पहले के तुम्हारा नाम ख़राब हो जाये।","['Shaming', 'Warning-of-Consequences']",Hate
696,A1HFJSETMNC7BF,मादरचोद पत्रकार मुसलमान बोलने में शरमा रहा है...उपद्रवी तत्व बता रहा है कुत्ता,हमें कभी भी किसी पत्रकार को गाली नहीं देनी चाहिए। वे हमें दुनिया भर में हो रही सच्ची खबरें दिखाने की पूरी कोशिश करते हैं।,['Empathy'],Hate
276,A1HFJSETMNC7BF,পদে আঙ্গুল দিয়ে দেব খানকি মাগি,নিজের আঙ্গুল নিজের হাতেই রাখুন।,['Humour'],Offensive
1245783824664948736,A3G1FS1OIFEDKD,"कुतिया जैसी शक्ल है,😤😤 रंडी...  जैसा किरदार ।👞 चलाती है कोठा, 💯 कहलाती है पत्रकार 👞👟👞👟।। रुबिका दल्ली । <user> #मुस्लिम_खिदमतगार <url>",किसी पत्रकार को उनके विचारों के लिए कभी बदनाम न करें अन्यथा यह धार्मिक अल्पसंख्यकों की आवाज को दबा देगा।,['Warning-of-Consequences'],Hate
hi_hasoc_2021_5217,A1HFJSETMNC7BF,"जब तक बंगाल मे हिंदुओं पर अत्याचार नहीं रुकेगा, TMC के गुंडों पर कानूनी कारवाई नहीं होगी तब तक देश चुप नहीं बैठेगा   @VHPDigital @FriendsOfVHP @RakeshSinha01 @RadhaRaman921 @iRakeshPanday @Gajjusay  #HindusLivesMatter  #BengalBurning  #CruelMamata   https://t.co/RDS6gyT9PB",अगर कुछ लोग हिंसा में शामिल होंगे तो उन्हें सजा जरूर मिलेगी। चिंता मत करो।,['Affliation'],Hate
4672,ARK4WBXJISCNB,"2 अक्टूबर को मुझे छुट्टी नहीं चाहिए क्योंकि देश की बर्बादी गाँधी ने की थी,जीते पटेल जी थे एक वोट से, 
😡
पर PM गद्दार नेहरू को बनाया..🤔",हमें दूसरों का अनादर नहीं करना चाहिए और इस बारे में सोचना चाहिए कि हम क्या पोस्ट करते हैं। ये पोस्ट उत्प्रेरक के रूप में कार्य कर सकती हैं जो समुदाय में अधिक घृणा और हिंसा का कारण बनती हैं।,['Warning-of-Consequences'],Hate
115,A1HFJSETMNC7BF,@Shivran17340024 ये रंडी है मैं जानता हूं इसे,आपको कैसे मालूम? केवल मनोरंजन के लिए किसी का अपमान न करें।,['Hypocrisy'],Hate
1379310086909124608,A1K5CHKFJJ7IF8,हम राजपूतों को नाही #स्वर्ण_एकता बनाना है और नाही #हिन्दू_एकता .... हम सिर्फ क्षत्रिय है सिर्फ क्षत्रिय ... तो बेहतर यही होगा कि 'स्वर्ण-हिन्दू' एकता के रंडीनाच करने वाले फ़टू-नेता/लोग हमारे समाज से दूर रहे ..   <user> <user>,आपका बात सही है झगडे में नहीं पड़ना चाहिए पर अगर आप सक्षम तो जरूरतमंद की सहायता करने में कोई बुराई नहीं है सोच को भी बढ़ावा दे सकते है।,['Empathy'],Hate
1396089452309614597,A1DVIFCAZGUR0N,"जनता ने साथ छोड़ दिया ये एहसास मोदी जी को अब हुआ और कुर्सी जाते देख रंडी रोना शुरू हो गया

सवर्ण पिछले 70 सालों से रो रहा है उसका कुछ नहीं🙄

गलत कानूनों और हिंदू एक सूत्र में बंधे इसलिए आपको चुना था इसलिए नहीं की सवर्णों के गले पर छुरी चलवाने के लिए","हमारे देश के प्रधानमंत्री के बारे में ऐसा बोलने से पहले तुम्हे सोचना चाहिए, हमे उनका सम्मान करना चाहिए। वह हमेशा देशहित की ही बात करेंगे।",['Shaming'],Normal
1321400225290809357,A1K5CHKFJJ7IF8,"<user> <user> कानून घुस गया पिछवाड़े में।।।।खुद बचा सकते ह हम ।।।।संविधान गया तेल लेने नही चाइये ऐसा संविधान जहा मादरचोद लोगो का कुछ नही होता ।।।।अपराधियो का पक्ष लिया जाता ह कुछ दिन बकचोदी की जाती ह और बात भुला दी जाती ह  खुद को खुद के लिए और अपनों की सुरक्षा के लिए तैयार करो अपने(े ""हिन्दू"")",खुद को खुद के लिए उचित निर्णय से सुरक्षा करनी होती है और सचेत रहना पड़ता है उचित सुझाव है। कानून घुस गया पि---- सही नहीं है। आप अच्छे विचार दे रहे है उनको अनुचित शब्दों से कम ना करे।,['Empathy'],Hate
1313161574656303104,A1K5CHKFJJ7IF8,#कांग्रेस_की_साजिश_हाथरस हिंदू भाइयों और बहनें आपके विरुद्ध मीडिया किस प्रकार मजेदार षड़यंत्र करती आयी देखें किउ की मोदी पैसे नहीं देगा जो पैसे दे रही उसके लिए ऐजेंडा चलाती रंडी के औलाद <url>,मजेदार षड़यंत्र अनुचित है साथ ही आपकी मजेदार गालिया भी।,['Shaming'],Hate
1371352648612519938,A1K5CHKFJJ7IF8,<user> अभी कोई आकर हिंदू बोले गीता में सब कुछ गलत लिखा है उसका भी साथ दोगी अरंडी म******,म****** बहुत ही अनुचित शब्द है रोष दिखने के लिए।,['Shaming'],Hate
hi_hasoc_2021_1061,ARK4WBXJISCNB,नपुंसक हिन्दुओं की नसों में खून की जगह डर का पानी भर के वोट लेते रहें और फिर मलेच्छों को अपना दामाद बना लेते हैं जैसे शाहीन बाग के मुख्य और्गिनाईज़र शहजाद अली व उसकी टीम को अपना दामाद बना लिया बीजेपी का सम्मानित सदस्य बना दिया #बंगाल_हिंसा #BengalBurning #BengalElection2021,कृपया दूसरों का सम्मान करें। उनके साथ शालीनता से पेश आएं। आप उनके साथ इस तरह का व्यवहार करके उनका अपमान भी कर रहे हैं जो आपको उनसे अलग नहीं बनाता है।,['Shaming'],Hate
1367235829635026946,A1K5CHKFJJ7IF8,<user> <user> अपने पति को बहुत सारी हिंदू लोग मारवा दी मुगलों के हाथों क्योंकि उन लोगों को गैंगबैंग पसंद था ग्रुप सेक्स पसंद था । इसी वजह से सती प्रथा का विरोध करती थी लोग । अकबर भी घर से नंगी करवा कर उठाकर ले जाता था अपने सैनिकों के लिए 5000 हिंदू महिलाएं थी उसके पास रंडी रखैल ।,सती प्रथा का विरोध सही है क्युकी पति की मृत्यु के बाद भी औरत को अपने अनुसार जीने का हक़ है। औरतो के प्रति अपनी नकारात्मक सोच को ना बढ़ाओ नहीं तो औरते भी आक्रोश में आकर आप के लिए विकट हालात बना सकती है।,"['Shaming', 'Warning-of-Consequences']",Hate
