ids,annotatorId,texts,counterSpeechs,counterSpeechTypes,textTypes,hatespeech_trans,counterspeech_trans,hatespeech_transBack,counterspeech_transBack
609,A9J41F0FTR2R7,খানকি তো খানখি।। যত বেশি শিক্ষিত হোক,আপনি গালিগালাজ করা বন্ধ করুন। মুখের ভাষা ঠিক করে কথা বলুন।,['Warning-of-Consequences'],Hate,खंकी खान्ची। इतना ज्यादा,आपको दुर्व्यवहार करना बंद करो। मुंह की भाषा से बात करें।,খানকি খাঁঞ্চি। অনেক,আপনাকে গালি দেওয়া বন্ধ করুন। মুখের ভাষার সাথে কথা বলুন।
609,A9J41F0FTR2R7,খানকি তো খানখি।। যত বেশি শিক্ষিত হোক,শিক্ষা শব্দটা আপনার মুখে বেমানান। আপনার মন্তব্য শুনে বোঝা যাছে  আপনি খুবই ঈর্ষাপরায়ণ।,['Shaming'],Hate,खंकी खान्ची। इतना ज्यादा,शिक्षा शब्द आपके चेहरे पर बाधित है। आपकी टिप्पणी को सुनकर समझा जाता है कि आप बहुत ईर्ष्या करते हैं।,খানকি খাঁঞ্চি। অনেক,শিক্ষা শব্দটি আপনার মুখে বাধাগ্রস্ত হয়। এটি বিশ্বাস করা হয় যে আপনি আপনার মন্তব্য শুনে খুব je র্ষা করছেন।
411,A9J41F0FTR2R7,(টুইটারে খানকি মাগিরা কেন) টুইটারের পরিবেশটা নষ্ট করছে) এসব নরতগি মাগিদের পাছায় লাতি মেরে বের করে দেওয়াটা ঠিক টুইটার থেকে) টুইটারে থাকবে ভদ্র বংশের মানুষ  শিক্ষিত ফ্যামিলির মানুষ)নষ্টামি ছেড়ে দে তা না হলে তোর কপালে খারাপ আছে,আর এই নষ্ট পরিবার ও ভদ্র পরিবারের তফাৎ টা কে বিচার করবে? টুইটার একটা সোশ্যাল মিডিয়া। এখানে ভেদাভেদ ভুলে গিয়ে মন্তব্য করুন। অবশ্যই সুস্থ পরিবেশ বজায় রেখে।,['Shaming'],Hate,(ट्विटर पर खंकी मगरा) ट्विटर का माहौल इन नरसगी मैगी की ट्विटर से वापस नष्ट कर रहा है।,और इस खराब परिवार और कोमल परिवार के बीच अंतर का न्याय कौन करेगा? ट्विटर एक सोशल मीडिया है। यहां अंतर को भूल जाओ और टिप्पणी करें। बेशक एक स्वस्थ वातावरण बनाए रखना।,(টুইটারে খাকি মাগরা) টুইটারের পরিবেশটি টুইটার থেকে এই নরসগি ম্যাগিকে ধ্বংস করছে।,এবং এই খারাপ পরিবার এবং নরম পরিবারের মধ্যে পার্থক্য কে বিচার করবে? টুইটার একটি সামাজিক মিডিয়া। পার্থক্যটি এখানে ভুলে যান এবং মন্তব্য করুন। অবশ্যই একটি স্বাস্থ্যকর পরিবেশ বজায় রাখা।
411,A9J41F0FTR2R7,(টুইটারে খানকি মাগিরা কেন) টুইটারের পরিবেশটা নষ্ট করছে) এসব নরতগি মাগিদের পাছায় লাতি মেরে বের করে দেওয়াটা ঠিক টুইটার থেকে) টুইটারে থাকবে ভদ্র বংশের মানুষ  শিক্ষিত ফ্যামিলির মানুষ)নষ্টামি ছেড়ে দে তা না হলে তোর কপালে খারাপ আছে,আপনি তো ভদ্র তা হলে আপনি এই ধরণের ভাষা ব্যাবহার করছেন কেন?,['Shaming'],Hate,(ट्विटर पर खंकी मगरा) ट्विटर का माहौल इन नरसगी मैगी की ट्विटर से वापस नष्ट कर रहा है।,यदि आप कोमल हैं तो आप इस तरह की भाषा का उपयोग क्यों कर रहे हैं?,(টুইটারে খাকি মাগরা) টুইটারের পরিবেশটি টুইটার থেকে এই নরসগি ম্যাগিকে ধ্বংস করছে।,আপনি যদি নরম হন তবে আপনি কেন এই ধরণের ভাষা ব্যবহার করছেন?
610,A1HFJSETMNC7BF,তুই একটা খানকি তুই নিজে চেক্স করচ এই পজনতো কটা চেলের সাতে বিচানায় গুমিয়েচোত নিজে খানকি হলে আরেক জন আসাস দিতে পারে সেই বালো হোয়ে জায়।,স্পষ্ট করে কথা বলুন। গালিগালাজ দিয়ে নয় তাবলে। আপনার মন্তব্য টি যদিও যুক্তি হীন।,['Shaming'],Offensive,आप एक खंकी हैं आप इस मवाद में एक गाल कपास दे सकते हैं।,स्पष्ट रूप से बात करो। दुरुपयोग से नहीं। आपकी टिप्पणी हालांकि तार्किक है।,"আপনি একটি স্পিক, আপনি এই পুসে একটি গাল তুলা দিতে পারেন।",পরিষ্কারভাবে কথা বলতে. অপব্যবহার দ্বারা নয়। আপনার মন্তব্য যদিও যৌক্তিক।
610,A1HFJSETMNC7BF,তুই একটা খানকি তুই নিজে চেক্স করচ এই পজনতো কটা চেলের সাতে বিচানায় গুমিয়েচোত নিজে খানকি হলে আরেক জন আসাস দিতে পারে সেই বালো হোয়ে জায়।,আগে বাংলা ভাসাটা ঠিক করে লিখতে শিখুন। রোজ পড়াশুনা করবেন।,['Humour'],Offensive,आप एक खंकी हैं आप इस मवाद में एक गाल कपास दे सकते हैं।,पहले बंगला फ्लोट लिखना सीखें। दैनिक अध्ययन करें।,"আপনি একটি স্পিক, আপনি এই পুসে একটি গাল তুলা দিতে পারেন।",প্রথমে বাংলো ফ্লোট লিখতে শিখুন। প্রতিদিন অধ্যয়ন।
412,A1HFJSETMNC7BF,"বেশ্যা, খানকি মাগী,এদের কোন লজ্জা থাকেনা,এরা যত নিজেকে খোলামেলা রাখবে খদ্দর ততই বাড়বে,","আপনি উক্ত মহিলাদের অকথ্য ভাষায় গালিগালাজ না করে, কোনো ভালো বক্তব্য রাখবেন?",['Shaming'],Offensive,"वेश्याओं, खंकी भिखारियों, उन्हें कोई शर्म नहीं है, जितना अधिक वे खुद को खुला रखते हैं, उतना ही खदार में वृद्धि होगी।","क्या आप उन महिलाओं को असत्य भाषा में दुरुपयोग करते हैं, एक अच्छा बयान देते हैं?","পতিতা, ভিক্ষুকরা, তাদের কোনও লজ্জা নেই, তারা যত বেশি নিজেকে উন্মুক্ত রাখে, তত বেশি বাড়বে।","আপনি কি এই মহিলাদের অসত্য ভাষায় অপব্যবহার করেন, একটি ভাল বিবৃতি দিন?"
412,A1HFJSETMNC7BF,"বেশ্যা, খানকি মাগী,এদের কোন লজ্জা থাকেনা,এরা যত নিজেকে খোলামেলা রাখবে খদ্দর ততই বাড়বে,","কাউকে গালিগালাজ করে, তাচ্ছিল্য করে অবমাননা করা ঠিক নয় বন্ধু।  আমাদের উচিত সকলকে সম্মান দিয়ে কথা বলা।",['Empathy'],Offensive,"वेश्याओं, खंकी भिखारियों, उन्हें कोई शर्म नहीं है, जितना अधिक वे खुद को खुला रखते हैं, उतना ही खदार में वृद्धि होगी।","किसी को अपमानित करना, अपमानित करना सही नहीं है। हमें सभी के संबंध में बात करनी चाहिए।","পতিতা, ভিক্ষুকরা, তাদের কোনও লজ্জা নেই, তারা যত বেশি নিজেকে উন্মুক্ত রাখে, তত বেশি বাড়বে।","কাউকে অপমান করা, অপমান করা ঠিক নয়। আমাদের সবার কথা বলা উচিত।"
662,A1HFJSETMNC7BF,সে পরতে যায নি পতিতা করতে গেছে,"আপনি মনে হয় মনে মনে হিংসে করেন, যে কোনো মহিলা উচ্চ শিক্ষা গ্রহণ করেন। তাই এমন নোংরা মন্তব্য।","['Hypocrisy', 'Shaming']",Offensive,वह वेश्या में नहीं गई,"अगर आपको लगता है कि आप ईर्ष्या कर रहे हैं, तो किसी भी महिला को उच्च शिक्षा प्राप्त होती है। इतनी गंदी टिप्पणी।",তিনি কোনও পতিতার কাছে যাননি,"আপনি যদি মনে করেন যে আপনি হিংসুক, তবে যে কোনও মহিলা উচ্চশিক্ষা পান। যেমন নোংরা মন্তব্য।"
662,A1HFJSETMNC7BF,সে পরতে যায নি পতিতা করতে গেছে,কেমন মানুষ আপনি? কেউ পরতে গেলেও তাকে খারাপ কথা বলতে হবে? এতে সেই বাক্তির মনের অবস্তা কি হতে পারে ভেবে দেখবেন।,"['Empathy', 'Warning-of-Consequences']",Offensive,वह वेश्या में नहीं गई,"आप कैसे हैं? अगर किसी ने पहना है, तो उसे बुरी बातें कहना है? इसमें, आप सोचेंगे कि मन का मन क्या हो सकता है।",তিনি কোনও পতিতার কাছে যাননি,আপনি কেমন আছেন? যদি কেউ পরা হয় তবে তার খারাপ জিনিস আছে? এতে আপনি ভাববেন মনের মন কী হতে পারে।
611,A9J41F0FTR2R7,এত ঢোকানোর ইচ্ছা থাকলে খানকি পাড়া যাও না হয় লিটনের ফ্লাটে যাও তাও যদি না পারো  ছাত্রলীগের কাছে যাও !!,"আপনি অযথা লিটন, ছাত্রলীগ এদের বিরুদ্ধে মন্তব্য করেছেন। গালাগালি দিয়ে তো কথা বলছেনই। সাথে নতুন করে কোনো বিবাদ বাঁধানোর চেষ্টায় আছেন।",['Shaming'],Hate,"यदि आप इतना सम्मिलित करना चाहते हैं, तो खंकी पर न जाएं या यदि आप BCL में नहीं जा सकते हैं तो लिटन फ्लैट पर जाएं !!","आपने उनके खिलाफ टिप्पणी की है, लीटन, छत्र लीग। दुर्व्यवहार की बात। साथ ही एक नया विवाद कोशिश कर रहा है।",আপনি যদি এত কিছু অন্তর্ভুক্ত করতে চান তবে পাশে যাবেন না বা আপনি যদি বিসিএল যেতে না পারেন তবে লিটন ফ্ল্যাটে যান !!,"আপনি তাঁর বিরুদ্ধে মন্তব্য করেছেন, লিওন, ছত্রা লীগ। অসদাচরণের বিষয়টি। এছাড়াও একটি নতুন বিতর্ক চেষ্টা করছে।"
611,A9J41F0FTR2R7,এত ঢোকানোর ইচ্ছা থাকলে খানকি পাড়া যাও না হয় লিটনের ফ্লাটে যাও তাও যদি না পারো  ছাত্রলীগের কাছে যাও !!,"আপনি আপনার ক্ষোভ প্রকাশ করতে গিয়ে,সমস্ত  শিক্ষিক ছাত্র দের ছোট করেছেন ,যা কখনোই উচিত নয়।",['Shaming'],Hate,"यदि आप इतना सम्मिलित करना चाहते हैं, तो खंकी पर न जाएं या यदि आप BCL में नहीं जा सकते हैं तो लिटन फ्लैट पर जाएं !!","जब आप अपना गुस्सा व्यक्त करते हैं, तो सभी शैक्षिक छात्रों के पास छोटे होते हैं, जो कभी नहीं होना चाहिए।",আপনি যদি এত কিছু অন্তর্ভুক্ত করতে চান তবে পাশে যাবেন না বা আপনি যদি বিসিএল যেতে না পারেন তবে লিটন ফ্ল্যাটে যান !!,"আপনি যখন নিজের ক্রোধ প্রকাশ করেন, তখন সমস্ত শিক্ষামূলক শিক্ষার্থীদের ছোট থাকে যা কখনই হওয়া উচিত নয়।"
612,A9J41F0FTR2R7,যেসব মেয়েরা পরকিয়া করে তাঁরা হলেন পিথীবির সবচেয়ে বড় খানকি মাগি তুই,পরকীয়াকে অবশ্যই সমর্থন করেন না বুঝলাম। সেটা ভালো কথা। কিন্তু গালিগালাজ না করলেও পারতেন।,['Shaming'],Hate,जो लड़कियां विदेशी हैं,मैंने निश्चित रूप से एलियन का समर्थन नहीं किया। यह तो अच्छी बात है। लेकिन वह दुरुपयोग नहीं कर सका।,মেয়েরা যারা বিদেশী,আমি অবশ্যই এলিয়েন সমর্থন করি নি। এটি একটি ভালো জিনিস. কিন্তু সে অপব্যবহার করতে পারেনি।
612,A9J41F0FTR2R7,যেসব মেয়েরা পরকিয়া করে তাঁরা হলেন পিথীবির সবচেয়ে বড় খানকি মাগি তুই,"এই ধরণের কাজ বেশিরভাগ মানুষই পছন্দ করে না,আমিও করিনা কিন্তু কিছু মানুষ তাদের নিজস্ব পছন্দ জনিত কারণে করে থাকে তা বলে তাদের কে আপনি অসম্মান করতে পারেন না আপনি আইনি সাহায্য নিতে পারেন কিন্তু অসম্মান না।","['Affliation', 'Humour']",Hate,जो लड़कियां विदेशी हैं,"ज्यादातर लोग इस तरह का काम पसंद नहीं करते हैं, मैं भी नहीं करता, लेकिन कुछ लोग अपनी पसंद के कारण करते हैं क्योंकि आप उनका अनादर नहीं कर सकते हैं, आप कानूनी सहायता प्राप्त कर सकते हैं लेकिन अपमान नहीं।",মেয়েরা যারা বিদেশী,"বেশিরভাগ লোকেরা এই ধরণের কাজ পছন্দ করে না, আমি এটিও করি না, তবে কিছু লোক তাদের পছন্দের কারণে করেন কারণ আপনি তাদের অসম্মান করতে পারবেন না, আপনি আইনী সহায়তা পেতে পারেন তবে অপমান নয়।"
414,A1HFJSETMNC7BF,"খানকি পারার মেয়েরা এমন ব্রাউজ পরে,কোন ভদ্র মেয়েরা পড়েনা,",মানুষ তার ইচ্ছা ও রুচি অনুযায়ী জামাকাপড় পরে। রুচি না মিললে তাকে গালি দিয়ে ছোটো করার মতো কিছু নেই।,['Hypocrisy'],Offensive,"उन लड़कियों के ब्राउज़ के बाद जो खंकी हो सकती हैं, कोई कोमल लड़कियां नहीं पढ़ती हैं,","लोग अपनी इच्छाओं और रुचियों के अनुसार कपड़े पहनते हैं। यदि आपको उनका स्वाद नहीं मिलता है, तो उसका दुरुपयोग करने के लिए कुछ भी नहीं है।","যে মেয়েদের বক্তৃতা থাকতে পারে তাদের ব্রাউজের পরে, কোনও মৃদু মেয়েরা পড়েন না,",লোকেরা তাদের ইচ্ছা এবং আগ্রহ অনুযায়ী পোশাক পরে। আপনি যদি তাদের স্বাদ না পান তবে এটির অপব্যবহার করার মতো কিছুই নেই।
414,A1HFJSETMNC7BF,"খানকি পারার মেয়েরা এমন ব্রাউজ পরে,কোন ভদ্র মেয়েরা পড়েনা,",নারীদের কি তাদের নিজের পছন্দমত পরার অধিকার নেই? অশ্লীল শব্দ ব্যবহার করে কেন অন্যদের বিরক্ত করবেন? শ্রদ্ধাশীল হন।,['Shaming'],Offensive,"उन लड़कियों के ब्राउज़ के बाद जो खंकी हो सकती हैं, कोई कोमल लड़कियां नहीं पढ़ती हैं,",महिलाओं को अपनी पसंद पहनने का अधिकार नहीं है? आप पोर्न शब्दों का उपयोग करके दूसरों को क्यों परेशान करते हैं? सम्माननीय होना,"যে মেয়েদের বক্তৃতা থাকতে পারে তাদের ব্রাউজের পরে, কোনও মৃদু মেয়েরা পড়েন না,",মহিলাদের তাদের পছন্দ পরার অধিকার নেই? পর্ন শব্দ ব্যবহার করে আপনি কেন অন্যকে বিরক্ত করবেন? সম্মানজনক হতে
416,A1HFJSETMNC7BF,"তুমি একটা খানকি সেটা, স্টাটাস আর ছবি দিয়ে বুঝালে",আপনি একজন অসভ্য সেটা গালি দিয়ে বোঝালেন। উক্ত মহিলার কোনো পোস্ট আপনার পছন্দ না হলে উপেক্ষা করতে পারেন।,['Shaming'],Offensive,"आपका मतलब एक खंकी, स्थिति और तस्वीर है",आप इसे एक असभ्य मतलब है। यदि आप पसंद नहीं करते हैं तो आप महिला के किसी भी पोस्ट को अनदेखा कर सकते हैं।,"আপনি একটি সিঙ্ক, অবস্থান এবং ছবি বলতে চাইছেন",আপনি এটি একটি অভদ্র অর্থ বোঝাতে চাইছেন। আপনি যদি পছন্দ না করেন তবে আপনি কোনও মহিলার পোস্টকে উপেক্ষা করতে পারেন।
416,A1HFJSETMNC7BF,"তুমি একটা খানকি সেটা, স্টাটাস আর ছবি দিয়ে বুঝালে",একটা মানুষের কি সেই স্বাধীনতা টুকুও নেই যে সে কি ছবি দেবে? মন থেকে ভেবে দেখবেন।,['Empathy'],Offensive,"आपका मतलब एक खंकी, स्थिति और तस्वीर है",क्या किसी इंसान को यह स्वतंत्रता नहीं है कि वह एक तस्वीर देगा? अपने दिमाग से सोचो।,"আপনি একটি সিঙ্ক, অবস্থান এবং ছবি বলতে চাইছেন",কোনও ব্যক্তির কি কোনও স্বাধীনতা নেই যা সে কোনও ছবি দেবে? আপনার মন দিয়ে চিন্তা করুন।
617,A1HFJSETMNC7BF,ঐ মাগি তোর  হাত তোর বোদার ভিতরে ডুকিয়ে দিমু  খানকি মাগি  তোর কতো সাহস আমাকে থাপর দিবে,আপনার কত সাহস যে এমন অভব্য ভাষায় হুমকি দিচ্ছেন। আপনার মনবিত্তি খুবই খারাপ তো। জঘন্য মানসিকতা।,"['Hypocrisy', 'Shaming']",Offensive,"ঐ मैगी आपका हाथ अपने बोडा के अंदर डुबकी, दिमू खंकी मागी मुझे कितना साहस देगा।",इस तरह की अप्रासंगिक भाषा में आप कैसे धमकी दे रहे हैं। आपका मन बहुत बुरा है। भयंकर मानसिकता।,"ঐ ম্যাগি আপনার শরীরের ভিতরে আপনার হাত ডুবিয়ে, আমি আমাকে কত সাহস দেব।",আপনি কীভাবে এইরকম অপ্রাসঙ্গিক ভাষায় হুমকি দিচ্ছেন। আপনার মন খুব খারাপ। মারাত্মক মানসিকতা।
617,A1HFJSETMNC7BF,ঐ মাগি তোর  হাত তোর বোদার ভিতরে ডুকিয়ে দিমু  খানকি মাগি  তোর কতো সাহস আমাকে থাপর দিবে,আপনি যদি এই ধরনের খারাপ ভাষা ব্যবহার করতে থাকেন তবে আপনার প্রোফাইল সম্পূর্ণভাবে ব্লক করা হবে।,['Warning-of-Consequences'],Offensive,"ঐ मैगी आपका हाथ अपने बोडा के अंदर डुबकी, दिमू खंकी मागी मुझे कितना साहस देगा।","यदि आप इस तरह की खराब भाषा का उपयोग कर रहे हैं, तो आपकी प्रोफ़ाइल पूरी तरह से अवरुद्ध हो जाएगी।","ঐ ম্যাগি আপনার শরীরের ভিতরে আপনার হাত ডুবিয়ে, আমি আমাকে কত সাহস দেব।",আপনি যদি এই জাতীয় খারাপ ভাষা ব্যবহার করছেন তবে আপনার প্রোফাইলটি সম্পূর্ণ অবরুদ্ধ থাকবে।
420,A1HFJSETMNC7BF,এই সব বেশ্যা এগুলা বলার সাহস কোথায় থেকে পায়...?ওর সামনে পাইলে জুতাপেটা করতাম খানকি।😡😡😡😡,আপনি সামনে পাবেন না বলেই হয়তো আপনার মুখ দিয়ে এত সুন্দর গালি বেরোচ্ছে। হয়তো আপনার ক্ষেত্রে ব্যাপার টা উল্টো হতো।,['Humour'],Offensive,आपको इन वेश्याओं को कहने का साहस कहां से मिलता है ...?,"आप अपने सामने नहीं जा सकते, इसलिए शायद आपका चेहरा इतना सुंदर हो। शायद मामला इसके विपरीत होता।",এই পতিতা বলার সাহস আপনি কোথায় পাবেন…?,"আপনি আপনার সামনে যেতে পারবেন না, তাই সম্ভবত আপনার মুখটি এত সুন্দর। সম্ভবত বিষয়টি বিপরীত হত।"
420,A1HFJSETMNC7BF,এই সব বেশ্যা এগুলা বলার সাহস কোথায় থেকে পায়...?ওর সামনে পাইলে জুতাপেটা করতাম খানকি।😡😡😡😡,"আপনি নিজেও একজন মহিলার সন্তান, তাই অন্য মহিলদের কি এই রকম অকথ্য ভাষায় গালাগালি দেওয়া মানায় বলুন? আসা করি আমার কথা বুঝবেন।",['Empathy'],Offensive,आपको इन वेश्याओं को कहने का साहस कहां से मिलता है ...?,"आप स्वयं एक महिला के बच्चे हैं, इसलिए अन्य महिलाओं को बताएं जो ऐसी अस्वाभाविक भाषा में अपमानजनक हैं? मुझे मेरे शब्दों को समझना है।",এই পতিতা বলার সাহস আপনি কোথায় পাবেন…?,"আপনি নিজেই একজন মহিলার সন্তান, তাই এমন অপ্রাকৃত ভাষায় অবমাননাকর অন্য মহিলাকে বলুন? আমি আমার কথা বুঝতে চাই"
618,A9J41F0FTR2R7,এই খানকি মাগিরে ভারতে পাঠিয়ে দেওয়াটা ভুল হইছে! এখন ওখান থেকে দেশে ফিরিয়ে নেওয়ার সময় হয়েছে ।,আপনি উক্ত মহিলাকে অভব্য ভাষায় গালিগালাজ করছেন কি জন্য? উনি আপনার তো কোনো ক্ষতি করেননি।,['Shaming'],Hate,इस खंकी मगिर को भारत भेजना गलत है! वहां से देश को वापस लेने का समय आ गया है।,क्या आप एक अजीब भाषा में महिला को गाली दे रहे हैं? उसने आपको कोई नुकसान नहीं पहुंचाया।,এই স্প্রিংলার ম্যাজিরকে ভারতে প্রেরণ করা ভুল! সেখান থেকে দেশ প্রত্যাহার করার সময় এসেছে।,আপনি কি কোনও মহিলাকে অদ্ভুত ভাষায় গালি দিচ্ছেন? তিনি আপনাকে ক্ষতি করেন নি।
618,A9J41F0FTR2R7,এই খানকি মাগিরে ভারতে পাঠিয়ে দেওয়াটা ভুল হইছে! এখন ওখান থেকে দেশে ফিরিয়ে নেওয়ার সময় হয়েছে ।,আপনি পাঠিয়েছিলেন কি?নিশ্চই নয় তাহলে আপনি অযথা কেনো ভাবছেন ।আর উনি যখন গেছেন ওনার সময় মতো ঠিকই ফিরে আসবেন।আপনি বরং মহিলাদের একটু সন্মান করার কথা ভাবুন।,['Shaming'],Hate,इस खंकी मगिर को भारत भेजना गलत है! वहां से देश को वापस लेने का समय आ गया है।,"क्या आपने आपको भेजा है? बेशक, फिर आप अनावश्यक रूप से क्यों सोच रहे हैं। और जब वह चला जाता है, तो वह अपने समय पर वापस आ जाएगा। इसके बजाय, थोड़ा सम्मान वाली महिलाओं के बारे में सोचें।",এই স্প্রিংলার ম্যাজিরকে ভারতে প্রেরণ করা ভুল! সেখান থেকে দেশ প্রত্যাহার করার সময় এসেছে।,"আপনি কি পাঠিয়েছেন? অবশ্যই, তবে আপনি কেন অকারণে ভাবছেন। এবং যখন সে চলে যায়, তখন সে তার সময়ে ফিরে আসবে। পরিবর্তে, সামান্য শ্রদ্ধার সাথে মহিলাদের সম্পর্কে চিন্তা করুন।"
421,A9J41F0FTR2R7,চুতমারানি খানকি মাগি চুদে তোর গুদের রসালো বের করে দিব,আপনার মন্তব্য ও মানসিকতা জঘন্য। মহিলাদের সম্মান করুন।,['Shaming'],Hate,चुतमारणी खंकी मागी चुडी आपके गुदा के डरावने को बाहर निकालेंगी,आपकी टिप्पणियां और मानसिकता चौंकाने वाली है। महिलाओं का सम्मान करें।,চুতমার্নি খাকি মাগি চুদি আপনার মলদ্বারের ভীতিজনকতা বের করবে,আপনার মন্তব্য এবং মানসিকতা মর্মাহত। সম্মান মহিলাদের সম্মান।
421,A9J41F0FTR2R7,চুতমারানি খানকি মাগি চুদে তোর গুদের রসালো বের করে দিব,আপনি আপনার মস্তিষ্কের চিকিৎসা করান।,['Shaming'],Hate,चुतमारणी खंकी मागी चुडी आपके गुदा के डरावने को बाहर निकालेंगी,आप अपने मस्तिष्क का इलाज करते हैं।,চুতমার্নি খাকি মাগি চুদি আপনার মলদ্বারের ভীতিজনকতা বের করবে,আপনি আপনার মস্তিষ্কের চিকিত্সা।
619,A1HFJSETMNC7BF,"দে খানকি মাগী , তোর গরম রসে ভরা গুদ আর দুদু খাবো দে।",আপনার ভাষা ও মন্তব্য অভব্য। আপনার মনবিত্তি অসম্ভব রকমের নোংরা।,"['Hypocrisy', 'Shaming']",Offensive,"डी खंकी मैगी, आपका गर्म रस गुदा और डडू से भरा हुआ।",आपकी भाषा और टिप्पणियां अनुचित हैं। आपका मन असंभव है।,"দে খানকি ম্যাগি, আপনার গরম রস পায়ূ এবং দাদুতে ভরা।",আপনার ভাষা এবং মন্তব্য অন্যায়। আপনার মন অসম্ভব।
619,A1HFJSETMNC7BF,"দে খানকি মাগী , তোর গরম রসে ভরা গুদ আর দুদু খাবো দে।","হিলাদের সম্মান করতে শিখুন। আপনার, মা, বোন আপনার এই রকম মনবিত্তি দেখলে আপনাকে কি আর স্নেহ বা সম্মান করে তারা চলতে পারবে?","['Empathy', 'Warning-of-Consequences']",Offensive,"डी खंकी मैगी, आपका गर्म रस गुदा और डडू से भरा हुआ।","हिलड्स का सम्मान करना सीखें। यदि आप, आपकी माँ, बहन, आपको इस तरह से देखती हैं, तो क्या वे स्नेह या सम्मान के साथ आगे बढ़ सकते हैं?","দে খানকি ম্যাগি, আপনার গরম রস পায়ূ এবং দাদুতে ভরা।","পাহাড়কে সম্মান করতে শিখুন। আপনি, আপনার মা, বোন, যদি এইরকম দেখতে চান তবে তারা কি স্নেহ বা শ্রদ্ধার সাথে এগিয়ে যেতে পারেন?"
422,A1HFJSETMNC7BF,এগুলা খানকি  পতিতালয় কাস্টমার পাইনাতো  তাই এরাএখন টুইটারে।,"টুইটার ব্যবহার আপনি গালিগালাজ করার জন্য যখন করতে পারেন, তখন যেকেউ করতে পারে। আপনি আগে মহিলাদের মানুষ হিসেবে গণ্য করুন।","['Hypocrisy', 'Shaming']",Offensive,"ये खंकी वेश्यालय ग्राहक हैं, इसलिए वे ट्विटर पर हैं।","जब आप दुर्व्यवहार के लिए ट्विटर का उपयोग कर सकते हैं, तो कोई भी ऐसा कर सकता है। आप पहले महिलाओं को महिलाओं के रूप में मानते हैं।","এই পেগগুলি পতিতালয় গ্রাহক, তাই তারা টুইটারে রয়েছে।","আপনি যখন অপব্যবহারের জন্য টুইটার ব্যবহার করতে পারেন, যে কেউ এটি করতে পারে। আপনি প্রথমে মহিলাদের হিসাবে নারী হিসাবে বিবেচিত হন।"
422,A1HFJSETMNC7BF,এগুলা খানকি  পতিতালয় কাস্টমার পাইনাতো  তাই এরাএখন টুইটারে।,"বন্ধু, আপনার এই অপমানজনক মন্তব্য আপনি যাকে বলছেন তার জন্য মানসিক চাপ সৃষ্টি করতে পারে।","['Empathy', 'Warning-of-Consequences']",Offensive,"ये खंकी वेश्यालय ग्राहक हैं, इसलिए वे ट्विटर पर हैं।","मित्र, आप पर यह अपमानजनक टिप्पणी आप जो कह रहे हैं, उसके लिए भावनात्मक तनाव पैदा कर सकते हैं।","এই পেগগুলি পতিতালয় গ্রাহক, তাই তারা টুইটারে রয়েছে।","বন্ধুরা, আপনার উপর এই অবমাননাকর মন্তব্য আপনি যা বলছেন তার জন্য মানসিক চাপ তৈরি করতে পারে।"
423,A1HFJSETMNC7BF,খানকি মাগী বলে ডাকবো,আপনি কোন ভালো নামে ডাকুন। গালি দিয়ে আবার কাউকে ডাকে?,['Empathy'],Offensive,मैं खंकी मागी को बुलाऊंगा,आप किसी भी अच्छे नाम को पुकारते हैं। किसी को फिर से दुर्व्यवहार के साथ बुलाओ?,আমি খঙ্কি মাগীকে ডাকব,আপনি যে কোনও ভাল নাম কল করুন। নির্যাতনের সাথে আবার কাউকে ফোন করবেন?
423,A1HFJSETMNC7BF,খানকি মাগী বলে ডাকবো,এতে কার অপমান হবে বলে আপনার ধারনা?,['Warning-of-Consequences'],Offensive,मैं खंकी मागी को बुलाऊंगा,इसका अपमान कौन करेगा?,আমি খঙ্কি মাগীকে ডাকব,কে অপমান করবে?
622,A9J41F0FTR2R7,"#আসাদ্দুজ্জামের মা খানকি,হেতের বোন খানকি,হেতের নানি খানকি চোদ্দগুষ্টি খানকি😡😡😡😡😡",আপনি গালাগালি দিচ্ছেন কি জন্যে? তাও আবার পুরো পরিবার তুলে। ভদ্রভাবে কথা বলতে শিখুন।,['Shaming'],Hate,"#असदुज़म की मां खंकी, हेट की बहन खंकी, हेट नानी खंकी चौदह खंकी",आप क्या गाली दे रहे हैं? इसने पूरे परिवार को फिर से उठाया। विनम्रता से बोलना सीखें।,"#আসদুজমের মা খাকি, হেটসের বোন খাকি, ঘৃণা নানি খাকি চৌদ্দ খাকি",আপনি কি আপত্তি করছেন? এটি আবার পুরো পরিবারকে উত্থাপন করেছিল। বিনয়ের সাথে কথা বলতে শিখুন।
