ids,annotatorId,texts,counterSpeechs,counterSpeechTypes,textTypes,hatespeech_trans,counterspeech_trans
396,A9J41F0FTR2R7,আপনার বান্ধবী যদি খানকি হয় তাতো আপনিও মনে হয় খানকি। কারন ভালো মানুষের সাথে ভালো মানুষ  চলে। খারাপের সাথে খারাপ চলে।,আপনি কথাটা ভুল বলেননি।কিন্তু গালিগালাজ না করলেও চলতো।,['Shaming'],Hate,"अगर आपकी प्रेमिका खंकी है, तो आपको लगता है कि खंकी। क्योंकि अच्छे लोग अच्छे लोगों के साथ जाते हैं। बुरा है।",आपने इसे गलत नहीं कहा। लेकिन यह अपमानजनक नहीं होगा।
396,A9J41F0FTR2R7,আপনার বান্ধবী যদি খানকি হয় তাতো আপনিও মনে হয় খানকি। কারন ভালো মানুষের সাথে ভালো মানুষ  চলে। খারাপের সাথে খারাপ চলে।,আপনার ভাবনা চিন্তা খুবই ভালো কিন্তু ওই শব্দ ব্যবহার করে আপনি আপনার চিন্তাধারা কে আরো উন্নতমানের প্রমান দিয়েছেন।,['Humour'],Hate,"अगर आपकी प्रेमिका खंकी है, तो आपको लगता है कि खंकी। क्योंकि अच्छे लोग अच्छे लोगों के साथ जाते हैं। बुरा है।","आपके विचार बहुत अच्छे हैं, लेकिन उस शब्द का उपयोग करके आपने अपने विचारों को अधिक उन्नत साबित कर दिया है।"
596,A1HFJSETMNC7BF,"নারীকে Respect করি,but তোর মত খানকি কে নয়...",সেটা আপনার ব্যাপার কিন্তু প্রকাশ্যে গালিগালাজ না করাই শ্রেয়। এইভাবে বিবাদ সৃষ্টি হয়।,"['Shaming', 'Warning-of-Consequences']",Offensive,"महिलाओं का सम्मान करें, लेकिन जो आपके जैसा नहीं है ...",यह आपकी बात है लेकिन यह सार्वजनिक रूप से दुरुपयोग नहीं करना बेहतर है। इस प्रकार विवाद बनाया जाता है।
596,A1HFJSETMNC7BF,"নারীকে Respect করি,but তোর মত খানকি কে নয়...","আপনার কথার সাথে মন্তব্যের মিল পাচ্ছি না, দয়া করে সকল নারীদের সম্মান করুন।",['Empathy'],Offensive,"महिलाओं का सम्मान करें, लेकिन जो आपके जैसा नहीं है ...","अपनी टिप्पणियों से अपने शब्दों से मेल नहीं खा सकते, कृपया सभी महिलाओं का सम्मान करें।"
398,A1HFJSETMNC7BF,@RomanaTithi   এই শুয়োরের বাচ্চা বেশ্যা চোদায় পয়দা?  যতো সেক্স আইডি আছে সব গুলো এই খানকি হিজড়া প্রমোট করে বেড়ায়,আপনার এটা কি ধরনের ভাষা।? গালিগালাজ বন্ধ করে কথা বলুন।,['Shaming'],Offensive,@Romanatithi यह पोर्क बेबी वेश्या कमबख्त? सभी सेक्स आईडी को इस खंकी स्खलन द्वारा प्रचारित किया जाता है,आप किस तरह की भाषा हैं? गाली देने से रोकने के लिए बात करें।
398,A1HFJSETMNC7BF,@RomanaTithi   এই শুয়োরের বাচ্চা বেশ্যা চোদায় পয়দা?  যতো সেক্স আইডি আছে সব গুলো এই খানকি হিজড়া প্রমোট করে বেড়ায়,এ ধরনের অপমানজনক কথা বলে কারো হৃদয়ে আঘাত করা বা মানসিক চাপ সৃষ্টি করা ঠিক নয়।,"['Empathy', 'Warning-of-Consequences']",Offensive,@Romanatithi यह पोर्क बेबी वेश्या कमबख्त? सभी सेक्स आईडी को इस खंकी स्खलन द्वारा प्रचारित किया जाता है,इस तरह के अपमानजनक शब्दों को कहकर किसी के दिल को चोट पहुंचाना या भावनात्मक तनाव पैदा करना सही नहीं है।
400,A1HFJSETMNC7BF,"এক খানকি আরেক খানকির ছবি পোষ্ট দেয়, ব্যাশ্যা মাগীরা বাপ ছাড়া জন্ম তোদের",আপনার এই মন্তব্য অবান্তর ও অবাস্তব। গালাগালি দেওয়া বন্ধ করে কথা বলুন।,['Shaming'],Offensive,"एक खंकी एक और खंकी की तस्वीर पोस्ट करता है, बाशा मगरा आपके पिता के बिना पैदा हुई है",आपकी टिप्पणियां अकल्पनीय और अवास्तविक हैं। गाली देने से रोकने के लिए बात करें।
400,A1HFJSETMNC7BF,"এক খানকি আরেক খানকির ছবি পোষ্ট দেয়, ব্যাশ্যা মাগীরা বাপ ছাড়া জন্ম তোদের","এই রকম ভাষার প্রয়োগ করে আপনি যে শুধু লোককেই অপমান করছেন তা নয়, আপনি সোশ্যাল মিডিয়ার পরিবেশ দূষণ ও করছেন।","['Shaming', 'Warning-of-Consequences']",Offensive,"एक खंकी एक और खंकी की तस्वीर पोस्ट करता है, बाशा मगरा आपके पिता के बिना पैदा हुई है","न केवल आप ऐसी भाषाओं को लागू करके लोगों का अपमान कर रहे हैं, आप सोशल मीडिया को प्रदूषित कर रहे हैं और सोशल मीडिया को प्रदूषित कर रहे हैं।"
402,A1HFJSETMNC7BF,খানকি মাগির পোলা।তোর মায়ের ভোদা উন্মুক্ত করে দে।মেয়েদের নামে আইডা চালিয়ে কি লাভ।তোর মায়ের ভোদা দেখা লাইক কমেন্ট বেশী পাবি।,আপনার মানসিকতা অতিরিক্ত নোংরা ও জঘন্য। আপনি মহিলাদের সম্মান তো করেননাই। আবার কুমন্তব্য করতে ভালোবাসেন।,"['Hypocrisy', 'Shaming']",Offensive,खंकी मागी पोला। अपनी मां की वोदका खोलें।,आपकी मानसिकता अतिरिक्त गंदी और चौंकाने वाली है। आप महिलाओं का सम्मान नहीं करते हैं। घोटाले को फिर से बनाने के लिए प्यार।
402,A1HFJSETMNC7BF,খানকি মাগির পোলা।তোর মায়ের ভোদা উন্মুক্ত করে দে।মেয়েদের নামে আইডা চালিয়ে কি লাভ।তোর মায়ের ভোদা দেখা লাইক কমেন্ট বেশী পাবি।,"কোনো প্রোফাইল যদি ফেক হয় সেটা রিপোর্ট করুন, এই রকম অশালীন মন্তব্য করলে সোশ্যাল মিডিয়ার পরিবেশ নষ্ট হবে।",['Warning-of-Consequences'],Offensive,खंकी मागी पोला। अपनी मां की वोदका खोलें।,"रिपोर्ट करें कि क्या कोई प्रोफ़ाइल नकली है, इस तरह की अश्लील टिप्पणी करने से सोशल मीडिया के वातावरण को बर्बाद कर दिया जाएगा।"
403,A1HFJSETMNC7BF,চুতমারানি মাগি তুই কি শ্লীলতা ভিতরে আছত🙄 খানকি,আপনার ভাষা জঘন্য। আপনি নিজের মুখের ভাষা ঠিক করুন।,['Shaming'],Offensive,चुंकी के अंदर के मूड में चुटमारनी मैगी आप हैं,आपकी भाषा बेईमानी है। आप अपने मुंह की भाषा को ठीक करते हैं।
403,A1HFJSETMNC7BF,চুতমারানি মাগি তুই কি শ্লীলতা ভিতরে আছত🙄 খানকি,মহিলাদের সম্পর্কে এই রকম অশ্লীল মন্তব্য করলে আপনার প্রোফাইল কে সবাই রিপোর্ট করে দেবে।,['Warning-of-Consequences'],Offensive,चुंकी के अंदर के मूड में चुटमारनी मैगी आप हैं,"यदि आप महिलाओं के बारे में ऐसी अश्लील टिप्पणी करते हैं, तो हर कोई आपकी प्रोफ़ाइल की रिपोर्ट करेगा।"
601,A1HFJSETMNC7BF,দুদু গুলা আরেকটু খাড়া হলে সবাই কমেন্ট করতো বেশি। শালি খানকি মাগি,কারোর শারীরিক গঠন নিয়ে মজা করা উচিত নয়। এমন সোশ্যাল মিডিয়ায় জনসমক্ষে তো একদমই নয়। তাই গালি না দিয়ে ভদ্র হতে শিখুন।,"['Empathy', 'Shaming']",Offensive,"यदि डुडु गुल थोड़ा सीधा होता, तो हर कोई अधिक टिप्पणी करता। शाली खंकी मागी",किसी को भी भौतिक संरचना के साथ मज़े नहीं करना चाहिए। ऐसा सोशल मीडिया सार्वजनिक रूप से नहीं है। इसलिए गाली के बिना कोमल बनना सीखें।
601,A1HFJSETMNC7BF,দুদু গুলা আরেকটু খাড়া হলে সবাই কমেন্ট করতো বেশি। শালি খানকি মাগি,"নিজের শরীরচর্চা করুণ, শরীর ভালো রাখুন।",['Humour'],Offensive,"यदि डुडु गुल थोड़ा सीधा होता, तो हर कोई अधिक टिप्पणी करता। शाली खंकी मागी","अपना शरीर करो, अपने शरीर को अच्छी तरह से रखें।"
404,A1HFJSETMNC7BF,"বোকাচোদা ,  শুয়োরের বাচ্ছা খানকি মাগী ,  তোর থেকে বড় কমুনাল মাগী ভারতে নেই ।",আপনি গালিগালির ভান্ডার খুলে বসেছেন? মুখের ভাষা ঠিক করুন।,['Shaming'],Offensive,"BOKACHODA, पोर्क बेबी खांकी मैगी, जो आप भारत में नहीं हैं।",क्या आप दुर्व्यवहार के घोटाले पर बैठे हैं? मुंह की भाषा को ठीक करें।
404,A1HFJSETMNC7BF,"বোকাচোদা ,  শুয়োরের বাচ্ছা খানকি মাগী ,  তোর থেকে বড় কমুনাল মাগী ভারতে নেই ।",এই রকম মিষ্টি মুখের ভাষা নিয়ে জীবনে উন্নতি করা খুব মুস্কিল। আসা করি আমার কথার প্রকৃত অর্থ বুঝেছেন।,['Humour'],Offensive,"BOKACHODA, पोर्क बेबी खांकी मैगी, जो आप भारत में नहीं हैं।",ऐसी मीठी मुंह की भाषा के साथ जीवन को बेहतर बनाना बहुत मुश्किल है। आइए मेरे शब्दों का सही अर्थ समझें।
602,A1HFJSETMNC7BF,তর চুখ পেচা পেচা ভাব নেছ শালা খানকি,আপনার ভাষা ও মন্তব্য অবান্তর। ভদ্র ভাবে কথা বলুন।,['Shaming'],Offensive,शाला खंकी,आपकी भाषा और टिप्पणियां असंगत हैं। सौम्य तरीके से बात करें।
602,A1HFJSETMNC7BF,তর চুখ পেচা পেচা ভাব নেছ শালা খানকি,আপনি এই রকম অপমানজনক কথা বলে পান কি?,['Humour'],Offensive,शाला खंकी,क्या आपको ऐसी अपमानजनक चीज मिलती है?
405,A1HFJSETMNC7BF,U r madarar chitar ford  তোর মত খানকি কে ফাঁসি দিলেও   কম হবে,আপনার মন্তব্য অপ্রাসঙ্গিক। মানসিকতার কথা ছেড়েই দিন। জঘন্য!,['Shaming'],Offensive,यू आर मदरर चिटार फोर्ड आप की तरह एक खंकी से कम होगा,आपकी टिप्पणियां अप्रासंगिक हैं। मानसिकता छोड़ दो। ज़्यादा बुरा!
405,A1HFJSETMNC7BF,U r madarar chitar ford  তোর মত খানকি কে ফাঁসি দিলেও   কম হবে,অন্যদের হুমকি দেওয়ার জন্য আপনাকে জেল পর্যন্ত হতে পারে।,['Warning-of-Consequences'],Offensive,यू आर मदरर चिटार फोर्ड आप की तरह एक खंकी से कम होगा,आप दूसरों को धमकी देने के लिए जेल तक हो सकते हैं।
603,A1HFJSETMNC7BF,খানকি মাগি বাঙালির চোদা এখন আর ভাল্লাগেনা তাই এখন গেছিস আ কাটার চোদা নিতে? দাড়াও ওখানেও তোকে তিন মাস চুদে দেশের বাংলার মাল বাংলাতেই ফেরত পাঠিয়ে দিবে। আর তখন সেলিব্রিটি লাইফ বাদ দিয়ে বাসায় বাসায় পার্সেলে গোয়ামারা দিয়ে বেড়াতে হবে।,"আপনি ভাষা ও মন্তব্য ঠিক করে কথা বলুন। ধর্ম পরিপ্রেক্ষিতে কাউকে ছোটো বড় করে নিজে নিচু মানসিকতার পরিচয় দেবেন না। এমনকি আপনার মন্তব্যএ গালিগালাজের পাশাপাশি নিজের দেশের নামও উল্লেখ করেছেন, নিজের দেশের নামটাও ছোটো করছেন এইভাবে।","['Hypocrisy', 'Shaming']",Offensive,खानकी मागी बंगाली चोदा अब वलगाना है तो अब एक कटारा चोदा है? वहाँ खड़े हो जाओ तीन महीने के लिए आप बंगला में बंगाल देश में वापस भेज देंगे। और फिर सेलिब्रिटी जीवन को घर पर घर पर बाहर रखा जाना चाहिए।,"आप भाषा और टिप्पणियों को सही तरीके से बोलते हैं। धर्म के संदर्भ में, किसी को भी कम मानसिकता का परिचय न दें। यहां तक ​​कि आपकी टिप्पणी में आपके देश के नाम के साथ -साथ आपके देश का नाम भी है, जिससे आपके देश का नाम इस तरह से छोटा हो जाता है।"
603,A1HFJSETMNC7BF,খানকি মাগি বাঙালির চোদা এখন আর ভাল্লাগেনা তাই এখন গেছিস আ কাটার চোদা নিতে? দাড়াও ওখানেও তোকে তিন মাস চুদে দেশের বাংলার মাল বাংলাতেই ফেরত পাঠিয়ে দিবে। আর তখন সেলিব্রিটি লাইফ বাদ দিয়ে বাসায় বাসায় পার্সেলে গোয়ামারা দিয়ে বেড়াতে হবে।,একটু মাথা ঠাণ্ডা করে ভেবে দেখবেন  আপনার এই রকম নোংরা গালাগালি ব্যাবহার করা কি ঠিক হয়েছে? রাগ আর হিংসার মধ্যে পার্থক্য করতে শিখুন।,['Empathy'],Offensive,खानकी मागी बंगाली चोदा अब वलगाना है तो अब एक कटारा चोदा है? वहाँ खड़े हो जाओ तीन महीने के लिए आप बंगला में बंगाल देश में वापस भेज देंगे। और फिर सेलिब्रिटी जीवन को घर पर घर पर बाहर रखा जाना चाहिए।,"थोड़ा ठंडा होने के साथ, आप सोचेंगे कि इस तरह के गंदे दुरुपयोग का उपयोग करना ठीक है? क्रोध और हिंसा के बीच अंतर करना सीखें।"
604,A9J41F0FTR2R7,"খানকি বা বেশ্যারা কোনদিন জাত পাতের ধার ধারে না . প্রভারা, মিথিলা তথাকথিত সেলিব্রেটি নামক খানকি.. তারা সংখ্যায় নেহাত কম না মিডিয়াতে কাজ করে এখন, https://channelionline.com/%e0%a6%ac%e0%a6%bf%e0%a7%9f%e0%a7%87%e0%a6%b0-%e0%a6%ad%e0%a7%87%e0%a6%a8%e0%a7%8d%e0%a6%af%e0%a7%81-%e0%a6%a8%e0%a6%bf%e0%a7%9f%e0%a7%87-%e0%a6%9c%e0%a6%9f%e0%a6%bf%e0%a6%b2%e0%a6%a4%e0%a6%be/",জাতপাত না করে মানুষকে মানুষ ভাবলে কোনো সমস্যা হবেই না। মানুষ নিজের জীবনে কাকে রাখবে বা কাকে রাখতে চান না সেটা তার একান্ত ব্যক্তিগত মতামত।,['Shaming'],Hate,"खानकी या वेश्याएं कभी नस्ल नहीं उधार लेते हैं। प्रभा, मिथिला इतनी -सेलेड सेलिब्रिटी खंकी है .. वे अब मीडिया में कम काम करते हैं, https://channelionline.com/%e0%A6%AC%E0%A6%E0%A7%A7%E0%A7+ 87% A6%B0-%E0%A6%A6%A7%A6%A6%A6%E0%A7%A6%A6%A6%A6%A0%A7%A7%A7%A6%A6%A6%A6%E0%A6%BF %E0%A7%E0%A7%A6%A6%A6%A6%A6%E0%E0%E0%E0%A6%A6%B2%A6%A6%A6%E0%A6%BE/ BE/ BE/",लोग सोचते हैं कि बिना जाति के लोगों को कोई समस्या नहीं होगी। यह उनकी व्यक्तिगत राय है जो अपने जीवन में नहीं रखना चाहती है या नहीं।
604,A9J41F0FTR2R7,"খানকি বা বেশ্যারা কোনদিন জাত পাতের ধার ধারে না . প্রভারা, মিথিলা তথাকথিত সেলিব্রেটি নামক খানকি.. তারা সংখ্যায় নেহাত কম না মিডিয়াতে কাজ করে এখন, https://channelionline.com/%e0%a6%ac%e0%a6%bf%e0%a7%9f%e0%a7%87%e0%a6%b0-%e0%a6%ad%e0%a7%87%e0%a6%a8%e0%a7%8d%e0%a6%af%e0%a7%81-%e0%a6%a8%e0%a6%bf%e0%a7%9f%e0%a7%87-%e0%a6%9c%e0%a6%9f%e0%a6%bf%e0%a6%b2%e0%a6%a4%e0%a6%be/",কোনো মহিলা কে আপনার পছন্দ না হলে আপনি অগ্রাহ্য করুন তা বলে তাকে অসম্মান করতে পারেন না।,['Shaming'],Hate,"खानकी या वेश्याएं कभी नस्ल नहीं उधार लेते हैं। प्रभा, मिथिला इतनी -सेलेड सेलिब्रिटी खंकी है .. वे अब मीडिया में कम काम करते हैं, https://channelionline.com/%e0%A6%AC%E0%A6%E0%A7%A7%E0%A7+ 87% A6%B0-%E0%A6%A6%A7%A6%A6%A6%E0%A7%A6%A6%A6%A6%A0%A7%A7%A7%A6%A6%A6%A6%E0%A6%BF %E0%A7%E0%A7%A6%A6%A6%A6%A6%E0%E0%E0%E0%A6%A6%B2%A6%A6%A6%E0%A6%BE/ BE/ BE/","यदि आप एक महिला को पसंद नहीं करते हैं, तो आप उसका अपमान नहीं कर सकते।"
407,A1HFJSETMNC7BF,"এদের মতো মেয়েরা হলো জাতির কুলাঙ্গার সন্তান,এর মতো মেয়েদের বেশ্যা, খানকি, মাগী,পতিতা বললে ভুল হবে,এর মতো যারা আরো আছে এরা হলো জারজ সন্তান,,,",মহিলাদের প্রতি আপনার যে ঘৃণা তা এই মন্তব্য এ প্রমাণিত। গালিগালাজ করা বন্ধ করুন। সমাজ টা বিষাক্ত করবেন না।,"['Hypocrisy', 'Shaming', 'Warning-of-Consequences']",Offensive,"उनके जैसी लड़कियां राष्ट्र के कुलंगा के बच्चे हैं, लड़कियों जैसी लड़कियां, खानकी, भिखारी, वेश्याएं गलत होंगी, जो उनके जैसे अधिक सामान्य बच्चे हैं।",यह टिप्पणी महिलाओं के लिए आपकी घृणा से साबित होती है। दुरुपयोग बंद करो। समाज को जहर न दें।
407,A1HFJSETMNC7BF,"এদের মতো মেয়েরা হলো জাতির কুলাঙ্গার সন্তান,এর মতো মেয়েদের বেশ্যা, খানকি, মাগী,পতিতা বললে ভুল হবে,এর মতো যারা আরো আছে এরা হলো জারজ সন্তান,,,",এ ধরনের হিংসাত্মক কথা বলতে থাকলে ঝগড়া বাড়বে। তাই বুঝে শুনে কথা বলুন।,['Warning-of-Consequences'],Offensive,"उनके जैसी लड़कियां राष्ट्र के कुलंगा के बच्चे हैं, लड़कियों जैसी लड़कियां, खानकी, भिखारी, वेश्याएं गलत होंगी, जो उनके जैसे अधिक सामान्य बच्चे हैं।","यदि आप ऐसी हिंसक बात कहते हैं, तो झगड़ा बढ़ जाएगा। इसलिए समझें और बोलें।"
605,A1HFJSETMNC7BF,আর যে মেয়েরা নিজের রান বের করে ছবি পোস্ট দেয় তারা কি খানকি না মাগি....🤣🤣🤣আবার পোস্ট দেয় আমি অমুক তমুক...,"আপনার ভাষা ও মন্তব্য অবান্তর। আপনার যদি কোনো পোস্ট পছন্দ না হয়, আপনি উপেক্ষা করতে পারেন। তাহলে কোনো সমস্যা হয় না।",['Shaming'],Offensive,"और जो लड़कियां अपने रन और पोस्ट तस्वीरें पोस्ट करती हैं, वे खानकी नहीं हैं या नहीं ...","आपकी भाषा और टिप्पणियां असंगत हैं। यदि आपको कोई पोस्ट पसंद नहीं है, तो आप अनदेखा कर सकते हैं। फिर कोई समस्या नहीं है।"
605,A1HFJSETMNC7BF,আর যে মেয়েরা নিজের রান বের করে ছবি পোস্ট দেয় তারা কি খানকি না মাগি....🤣🤣🤣আবার পোস্ট দেয় আমি অমুক তমুক...,আমি মনে করি আপনার বন্ধুরা আপনার নিম্ন মানসিকতা দেখে আপনাকে সম্মান করবে না।,['Warning-of-Consequences'],Offensive,"और जो लड़कियां अपने रन और पोस्ट तस्वीरें पोस्ट करती हैं, वे खानकी नहीं हैं या नहीं ...",मुझे लगता है कि आपकी कम मानसिकता देखकर आपके दोस्त आपका सम्मान नहीं करेंगे।
607,A1HFJSETMNC7BF,লয়ালিটির মায়রে চুদি!  খানকি মাগি খানকি ই থাকে।  আজকের পর জদি ছায়াও দেখাই।      গুষ্টি চুদি আমি।,আপনি ভাষা ঠিক করে কথা বলুন। লওয়ালিটি তে খারাপ কি আছে?,['Shaming'],Offensive,"Laliye की माँ कमबख्त है! खानकी मैगी एक खंकी ई है। आज के बाद, मैं छाया भी दिखाता हूं। मैं एक गुच्छा हूँ।",आप भाषा को सही तरीके से बोलते हैं। कानून में क्या बुरा है?
607,A1HFJSETMNC7BF,লয়ালিটির মায়রে চুদি!  খানকি মাগি খানকি ই থাকে।  আজকের পর জদি ছায়াও দেখাই।      গুষ্টি চুদি আমি।,সময়ের সাথে সকল মানুষই বদলায়। আর কেউ যদি নিজেকে ভালোর দিকে পরিবর্তন আমাদের সেটা সম্মান করা উচিত।,['Empathy'],Offensive,"Laliye की माँ कमबख्त है! खानकी मैगी एक खंकी ई है। आज के बाद, मैं छाया भी दिखाता हूं। मैं एक गुच्छा हूँ।","समय के साथ सभी लोग बदल जाते हैं। और अगर कोई भी खुद को अच्छे में बदल देता है, तो हमें इसका सम्मान करना चाहिए।"
409,A9J41F0FTR2R7,"তরে চুদছে, তো মনে হয় ৯০হাজারের বেশি হবে খানকি",আপনি গালিগালাজ বন্ধ করে কথা বলুন। আর এমনিতেও আপনার মন্তব্য অবান্তর।,['Shaming'],Hate,"फर्श पर चूसते हुए, ऐसा लगता है कि 3,000 से अधिक खंकी होगी",अगर आप गाली देना और बात करना बंद कर देते हैं। और इसलिए आपकी टिप्पणियां असंगत हैं।
409,A9J41F0FTR2R7,"তরে চুদছে, তো মনে হয় ৯০হাজারের বেশি হবে খানকি",আপনার ভাষা খুবই জঘন্য আর মানসিক চিন্তা ধারাও। উক্ত মহিলা আপনার নামে পুলিশের কাছে অভিযোগ করলে আপনার জেল পর্যন্ত হতে পারে সেটা জানেন তো ।,['Warning-of-Consequences'],Hate,"फर्श पर चूसते हुए, ऐसा लगता है कि 3,000 से अधिक खंकी होगी","आपकी भाषा बहुत चौंकाने वाली और भावनात्मक सोच है। यदि महिला आपके नाम पर पुलिस से शिकायत करती है, तो आप जानते हैं कि आपकी जेल आपकी जेल तक हो सकती है।"
410,A1HFJSETMNC7BF,"তুরে প্রবাসী চুদে না বলেই প্রবাসীর পিছে লাগলি, খানকি মাগী তোর ভুদায় গুড়ার ধন ডুকাব।",আপনার ভাষা ও মন্তব্যের জন্য সমাজ বিষাক্ত।গালিগালাজ বন্ধ করুন। মানসিকতা ঠিক করুন।,"['Shaming', 'Warning-of-Consequences']",Offensive,"प्रवासी के पीछे प्रवासी, प्रवासी के पीछे, खंकी मैगी आपका भुदा जागा खजाना।",समाज आपकी भाषा और टिप्पणियों के लिए जहरीला है। फांसी को रोकें। मानसिकता को ठीक करें।
410,A1HFJSETMNC7BF,"তুরে প্রবাসী চুদে না বলেই প্রবাসীর পিছে লাগলি, খানকি মাগী তোর ভুদায় গুড়ার ধন ডুকাব।","খারাপ কথা বলে সোশ্যাল মিডিয়াকে কলুষিত করবেন না। এতে সমাজের ক্ষতি হতে পারে। এছাড়াও, আপনার অশ্লীল শব্দ ব্যবহারের কারণে আপনার বন্ধুরা আপনাকে এড়িয়ে চলবে।","['Shaming', 'Warning-of-Consequences']",Offensive,"प्रवासी के पीछे प्रवासी, प्रवासी के पीछे, खंकी मैगी आपका भुदा जागा खजाना।","बुरी बातें कहकर सोशल मीडिया को भ्रष्ट न करें। यह समाज को चोट पहुंचा सकता है। इसके अलावा, आपके दोस्त आपके पोर्न शब्दों के उपयोग के कारण आपसे बचेंगे।"
608,A9J41F0FTR2R7,"খানকিরবাচ্চা, খানকি তোদের অকাত আছে   pumar shoes  পরার তুই আর তোর মা খানকি কতবার চুদেছিস? ওই  shoes  টার জন্য! সারাজীবন তোদের খানকি গিরি করে খেতে হবে।","সামান্য একটা ব্রান্ডের জুতো নিয়ে এত নোংরামি? আপনি কি মনে করেন, কেউ যদি ব্র্যান্ডেড জিনিস কিনে ব্যবহার করে, তার জন্য সে নষ্টামি করবে, তবেই পারবে? চিন্তা ধারা বদলান।",['Shaming'],Hate,"खनकिरबाचा, खंकी, आपके पास प्यूमर जूते पहने एक प्यूमर शू है, आपने अपनी मां खांकी को कितनी बार चोदते हैं? उन जूतों के लिए! आपको अपने पूरे जीवन में खंकी फली खाना है।","एक छोटे से ब्रांड जूते के साथ इतना गंदा? क्या आपको लगता है कि अगर कोई ब्रांडेड चीजें खरीदता है और इसका उपयोग करता है, तो वह इसके लिए करेगा? विचार शैली को बदलें।"
608,A9J41F0FTR2R7,"খানকিরবাচ্চা, খানকি তোদের অকাত আছে   pumar shoes  পরার তুই আর তোর মা খানকি কতবার চুদেছিস? ওই  shoes  টার জন্য! সারাজীবন তোদের খানকি গিরি করে খেতে হবে।","আপনার মন্তব্য শুনে বোঝা যাছে আপনি খুবই ঈর্ষাকাতর ,কারুর ভালো দেখলে আপনার ঠিক ভালো লাগে না।কেউ যদি তার উপার্জন থেকে নিজের সখ মেটায়  সেখানে আপনার আমার কারুরই কোনো কথা বলা উচিত নয়।",['Shaming'],Hate,"खनकिरबाचा, खंकी, आपके पास प्यूमर जूते पहने एक प्यूमर शू है, आपने अपनी मां खांकी को कितनी बार चोदते हैं? उन जूतों के लिए! आपको अपने पूरे जीवन में खंकी फली खाना है।","अपनी टिप्पणी को सुनकर यह है कि आप बहुत ईर्ष्या करते हैं, आप किसी को भी अच्छा दिखना पसंद नहीं करते हैं।"
609,A9J41F0FTR2R7,খানকি তো খানখি।। যত বেশি শিক্ষিত হোক,আপনি গালিগালাজ করা বন্ধ করুন। মুখের ভাষা ঠিক করে কথা বলুন।,['Warning-of-Consequences'],Hate,खंकी खान्ची। इतना ज्यादा,आपको दुर्व्यवहार करना बंद करो। मुंह की भाषा से बात करें।
609,A9J41F0FTR2R7,খানকি তো খানখি।। যত বেশি শিক্ষিত হোক,শিক্ষা শব্দটা আপনার মুখে বেমানান। আপনার মন্তব্য শুনে বোঝা যাছে  আপনি খুবই ঈর্ষাপরায়ণ।,['Shaming'],Hate,खंकी खान्ची। इतना ज्यादा,शिक्षा शब्द आपके चेहरे पर बाधित है। आपकी टिप्पणी को सुनकर समझा जाता है कि आप बहुत ईर्ष्या करते हैं।
610,A1HFJSETMNC7BF,তুই একটা খানকি তুই নিজে চেক্স করচ এই পজনতো কটা চেলের সাতে বিচানায় গুমিয়েচোত নিজে খানকি হলে আরেক জন আসাস দিতে পারে সেই বালো হোয়ে জায়।,স্পষ্ট করে কথা বলুন। গালিগালাজ দিয়ে নয় তাবলে। আপনার মন্তব্য টি যদিও যুক্তি হীন।,['Shaming'],Offensive,आप एक खंकी हैं आप इस मवाद में एक गाल कपास दे सकते हैं।,स्पष्ट रूप से बात करो। दुरुपयोग से नहीं। आपकी टिप्पणी हालांकि तार्किक है।
610,A1HFJSETMNC7BF,তুই একটা খানকি তুই নিজে চেক্স করচ এই পজনতো কটা চেলের সাতে বিচানায় গুমিয়েচোত নিজে খানকি হলে আরেক জন আসাস দিতে পারে সেই বালো হোয়ে জায়।,আগে বাংলা ভাসাটা ঠিক করে লিখতে শিখুন। রোজ পড়াশুনা করবেন।,['Humour'],Offensive,आप एक खंकी हैं आप इस मवाद में एक गाल कपास दे सकते हैं।,पहले बंगला फ्लोट लिखना सीखें। दैनिक अध्ययन करें।
412,A1HFJSETMNC7BF,"বেশ্যা, খানকি মাগী,এদের কোন লজ্জা থাকেনা,এরা যত নিজেকে খোলামেলা রাখবে খদ্দর ততই বাড়বে,","আপনি উক্ত মহিলাদের অকথ্য ভাষায় গালিগালাজ না করে, কোনো ভালো বক্তব্য রাখবেন?",['Shaming'],Offensive,"वेश्याओं, खंकी भिखारियों, उन्हें कोई शर्म नहीं है, जितना अधिक वे खुद को खुला रखते हैं, उतना ही खदार में वृद्धि होगी।","क्या आप उन महिलाओं को असत्य भाषा में दुरुपयोग करते हैं, एक अच्छा बयान देते हैं?"
412,A1HFJSETMNC7BF,"বেশ্যা, খানকি মাগী,এদের কোন লজ্জা থাকেনা,এরা যত নিজেকে খোলামেলা রাখবে খদ্দর ততই বাড়বে,","কাউকে গালিগালাজ করে, তাচ্ছিল্য করে অবমাননা করা ঠিক নয় বন্ধু।  আমাদের উচিত সকলকে সম্মান দিয়ে কথা বলা।",['Empathy'],Offensive,"वेश्याओं, खंकी भिखारियों, उन्हें कोई शर्म नहीं है, जितना अधिक वे खुद को खुला रखते हैं, उतना ही खदार में वृद्धि होगी।","किसी को अपमानित करना, अपमानित करना सही नहीं है। हमें सभी के संबंध में बात करनी चाहिए।"
